Booking_ID,Date_Time,Year,Month,Day_of_Week,Hour,Customer_ID,Customer_Type,Booking_Type,Seat_Type,Duration_Hours,Total_Amount_MYR,Payment_Method,Rating,Peak_Hour,Occupancy_Rate_%,Seat_Available
BK03812,24-07-2022 13:34,2022,7,Sunday,13,C0405,University Student,Walk-in,Individual,1.2,5.57,E-Wallet,4,No,71,Yes
BK00454,24-07-2022 15:43,2022,7,Sunday,15,C1067,University Student,Pre-Booked,Group,3.1,14.38,E-Wallet,4,Yes,60,N/A
BK00690,24-07-2022 19:04,2022,7,Sunday,19,C1767,University Student,Pre-Booked,Individual,1.7,7.89,E-Wallet,3,Yes,66,N/A
BK02476,25-07-2022 06:28,2022,7,Monday,6,C0092,Working Professional,Pre-Booked,Group,2.2,10.21,E-Wallet,5,No,50,N/A
BK00901,25-07-2022 15:18,2022,7,Monday,15,C0197,Freelancer,Pre-Booked,Group,1.6,7.42,E-Wallet,5,Yes,57,N/A
BK00852,25-07-2022 19:48,2022,7,Monday,19,C0582,University Student,Pre-Booked,Group,2.9,13.46,Card,4,Yes,62,N/A
BK01083,25-07-2022 22:13,2022,7,Monday,22,C1661,Freelancer,Walk-in,Individual,1.4,6.5,Card,4,No,58,Yes
BK00321,26-07-2022 04:36,2022,7,Tuesday,4,C1014,University Student,Pre-Booked,Group,2.3,10.67,Card,5,No,52,N/A
BK04828,26-07-2022 06:06,2022,7,Tuesday,6,C1322,Working Professional,Pre-Booked,Private Room,1.9,33.06,Card,4,No,49,N/A
BK00362,26-07-2022 13:14,2022,7,Tuesday,13,C0357,University Student,Walk-in,Private Room,1.7,29.58,Card,4,No,60,Yes
BK00772,26-07-2022 19:20,2022,7,Tuesday,19,C0929,University Student,Walk-in,Individual,1.5,6.96,Card,3,Yes,66,Yes
BK01689,27-07-2022 04:40,2022,7,Wednesday,4,C0761,University Student,Walk-in,Individual,2.4,11.14,E-Wallet,4,No,64,Yes
BK03605,27-07-2022 04:47,2022,7,Wednesday,4,C1568,Working Professional,Walk-in,Group,2.2,10.21,Cash,5,No,70,Yes
BK01365,27-07-2022 05:42,2022,7,Wednesday,5,C1977,University Student,Walk-in,Individual,1.4,6.5,Cash,5,No,63,Yes
BK02146,27-07-2022 13:14,2022,7,Wednesday,13,C0491,Working Professional,Walk-in,Individual,1.4,6.5,Card,5,No,54,Yes
BK00585,28-07-2022 07:04,2022,7,Thursday,7,C1934,University Student,Pre-Booked,Private Room,3.1,53.94,Card,5,No,45,N/A
BK03632,28-07-2022 16:26,2022,7,Thursday,16,C1272,Freelancer,Pre-Booked,Group,2.5,11.6,Card,5,Yes,59,N/A
BK02713,28-07-2022 23:59,2022,7,Thursday,23,C1660,Working Professional,Pre-Booked,Group,2.5,11.6,E-Wallet,5,No,63,N/A
BK05455,29-07-2022 05:39,2022,7,Friday,5,C0862,University Student,Pre-Booked,Individual,3.3,15.31,Cash,5,No,47,N/A
BK02539,29-07-2022 09:42,2022,7,Friday,9,C1567,Freelancer,Pre-Booked,Individual,2.4,11.14,E-Wallet,5,No,58,N/A
BK01556,29-07-2022 11:43,2022,7,Friday,11,C0752,University Student,Pre-Booked,Private Room,1.6,27.84,Card,5,No,55,N/A
BK01237,29-07-2022 12:21,2022,7,Friday,12,C1032,Working Professional,Pre-Booked,Private Room,2.8,48.72,E-Wallet,4,No,62,N/A
BK00759,29-07-2022 14:52,2022,7,Friday,14,C0602,Freelancer,Pre-Booked,Individual,3,13.92,Card,5,Yes,51,N/A
BK04344,29-07-2022 15:45,2022,7,Friday,15,C0908,Working Professional,Walk-in,Individual,1.9,8.82,Cash,5,Yes,61,Yes
BK04779,29-07-2022 20:51,2022,7,Friday,20,C1252,University Student,Pre-Booked,Individual,2,9.28,E-Wallet,3,Yes,55,N/A
BK01213,30-07-2022 04:05,2022,7,Saturday,4,C1180,Working Professional,Walk-in,Individual,1.7,7.89,Cash,4,No,65,Yes
BK00387,30-07-2022 13:24,2022,7,Saturday,13,C1996,University Student,Walk-in,Private Room,2,34.8,Cash,3,No,69,Yes
BK05120,30-07-2022 21:10,2022,7,Saturday,21,C1593,University Student,Pre-Booked,Individual,3.1,14.38,E-Wallet,4,Yes,55,N/A
BK03801,31-07-2022 10:01,2022,7,Sunday,10,C1050,University Student,Pre-Booked,Group,2.9,13.46,E-Wallet,5,No,64,N/A
BK02791,31-07-2022 19:15,2022,7,Sunday,19,C0593,Working Professional,Pre-Booked,Group,3.4,15.78,E-Wallet,5,Yes,57,N/A
BK04951,01-08-2022 17:11,2022,8,Monday,17,C1770,Freelancer,Pre-Booked,Group,3.4,15.78,Card,4,Yes,56,N/A
BK03332,01-08-2022 19:00,2022,8,Monday,19,C0537,Freelancer,Pre-Booked,Group,3.1,14.38,E-Wallet,5,Yes,52,N/A
BK03921,02-08-2022 13:12,2022,8,Tuesday,13,C0328,Freelancer,Walk-in,Individual,2.3,10.67,Card,2,No,59,Yes
BK00655,02-08-2022 17:09,2022,8,Tuesday,17,C1657,Freelancer,Pre-Booked,Group,2.4,11.14,E-Wallet,3,Yes,54,N/A
BK01008,02-08-2022 17:24,2022,8,Tuesday,17,C1648,University Student,Pre-Booked,Individual,2.9,13.46,E-Wallet,3,Yes,51,N/A
BK04266,03-08-2022 00:44,2022,8,Wednesday,0,C1171,University Student,Walk-in,Group,1.9,8.82,Cash,4,No,52,Yes
BK00345,03-08-2022 03:54,2022,8,Wednesday,3,C1984,Working Professional,Pre-Booked,Group,3.2,14.85,E-Wallet,3,No,52,N/A
BK03264,03-08-2022 10:18,2022,8,Wednesday,10,C0692,Freelancer,Pre-Booked,Group,2.7,12.53,Card,4,No,48,N/A
BK04986,03-08-2022 19:55,2022,8,Wednesday,19,C0675,University Student,Walk-in,Private Room,1.1,19.14,Card,4,Yes,65,Yes
BK00571,04-08-2022 22:17,2022,8,Thursday,22,C1989,University Student,Pre-Booked,Individual,2.2,10.21,Card,3,No,57,N/A
BK00704,05-08-2022 02:15,2022,8,Friday,2,C1791,University Student,Pre-Booked,Group,2.7,12.53,Cash,4,No,49,N/A
BK04290,05-08-2022 08:34,2022,8,Friday,8,C0939,Freelancer,Walk-in,Individual,1.3,6.03,Cash,5,No,60,Yes
BK04642,06-08-2022 16:48,2022,8,Saturday,16,C1835,Other,Pre-Booked,Group,2.8,12.99,E-Wallet,3,Yes,70,N/A
BK01411,06-08-2022 19:04,2022,8,Saturday,19,C0664,University Student,Pre-Booked,Group,2.1,9.74,Card,4,Yes,59,N/A
BK02025,07-08-2022 03:57,2022,8,Sunday,3,C0229,Freelancer,Pre-Booked,Individual,3,13.92,Card,5,No,57,N/A
BK02309,07-08-2022 20:50,2022,8,Sunday,20,C0103,University Student,Pre-Booked,Private Room,2.2,38.28,E-Wallet,5,Yes,71,N/A
BK05097,08-08-2022 02:34,2022,8,Monday,2,C1775,University Student,Pre-Booked,Individual,3.1,14.38,E-Wallet,5,No,52,N/A
BK03719,08-08-2022 08:53,2022,8,Monday,8,C0199,University Student,Pre-Booked,Group,1.9,8.82,E-Wallet,5,No,60,N/A
BK05348,08-08-2022 09:50,2022,8,Monday,9,C1303,Freelancer,Pre-Booked,Individual,3.3,15.31,Card,5,No,53,N/A
BK02037,08-08-2022 22:36,2022,8,Monday,22,C1395,Other,Pre-Booked,Individual,1.8,8.35,E-Wallet,4,No,59,N/A
BK03190,09-08-2022 03:00,2022,8,Tuesday,3,C1434,University Student,Pre-Booked,Private Room,3.4,59.16,Card,4,No,56,N/A
BK02132,09-08-2022 05:39,2022,8,Tuesday,5,C0343,Freelancer,Pre-Booked,Individual,2.3,10.67,E-Wallet,4,No,57,N/A
BK02734,12-08-2022 08:14,2022,8,Friday,8,C0778,University Student,Walk-in,Private Room,1.2,20.88,Card,4,No,54,Yes
BK03956,12-08-2022 11:02,2022,8,Friday,11,C1850,Freelancer,Walk-in,Group,1.5,6.96,E-Wallet,5,No,52,Yes
BK03618,12-08-2022 20:16,2022,8,Friday,20,C0120,University Student,Pre-Booked,Individual,1.9,8.82,Cash,4,Yes,52,N/A
BK02182,13-08-2022 07:26,2022,8,Saturday,7,C1090,University Student,Pre-Booked,Individual,2.9,13.46,Cash,4,No,69,N/A
BK00088,13-08-2022 17:11,2022,8,Saturday,17,C1931,Freelancer,Walk-in,Private Room,1.7,29.58,Card,3,Yes,72,Yes
BK03130,13-08-2022 18:13,2022,8,Saturday,18,C1310,University Student,Pre-Booked,Group,3.3,15.31,Cash,4,Yes,61,N/A
BK04570,14-08-2022 03:32,2022,8,Sunday,3,C1937,Freelancer,Walk-in,Individual,2.1,9.74,Cash,4,No,76,Yes
BK03989,14-08-2022 18:59,2022,8,Sunday,18,C1231,Working Professional,Walk-in,Group,1.8,8.35,Card,4,Yes,68,Yes
BK03129,15-08-2022 01:06,2022,8,Monday,1,C0478,University Student,Pre-Booked,Group,2.4,11.14,Card,2,No,56,N/A
BK00274,15-08-2022 18:05,2022,8,Monday,18,C0836,University Student,Pre-Booked,Private Room,1.7,29.58,E-Wallet,4,Yes,61,N/A
BK04045,16-08-2022 08:46,2022,8,Tuesday,8,C1857,Freelancer,Walk-in,Private Room,1.4,24.36,Cash,5,No,58,Yes
BK04691,16-08-2022 17:52,2022,8,Tuesday,17,C0660,University Student,Walk-in,Private Room,1,17.4,E-Wallet,3,Yes,61,Yes
BK01102,16-08-2022 19:14,2022,8,Tuesday,19,C1995,University Student,Pre-Booked,Individual,2.3,10.67,E-Wallet,5,Yes,56,N/A
BK04133,16-08-2022 19:27,2022,8,Tuesday,19,C0431,Freelancer,Walk-in,Individual,2.2,10.21,Cash,4,Yes,59,Yes
BK00115,17-08-2022 19:42,2022,8,Wednesday,19,C0360,Freelancer,Pre-Booked,Individual,1.8,8.35,Cash,4,Yes,58,N/A
BK04119,18-08-2022 05:38,2022,8,Thursday,5,C1458,Other,Pre-Booked,Group,2,9.28,E-Wallet,4,No,50,N/A
BK04883,18-08-2022 06:51,2022,8,Thursday,6,C1799,University Student,Pre-Booked,Group,3.3,15.31,E-Wallet,4,No,54,N/A
BK02405,18-08-2022 10:13,2022,8,Thursday,10,C1096,University Student,Pre-Booked,Individual,2.6,12.06,E-Wallet,4,No,58,N/A
BK00049,18-08-2022 21:56,2022,8,Thursday,21,C1388,Freelancer,Walk-in,Individual,1.8,8.35,E-Wallet,4,Yes,62,Yes
BK04713,19-08-2022 01:15,2022,8,Friday,1,C0522,University Student,Pre-Booked,Individual,1.6,7.42,E-Wallet,2,No,58,N/A
BK04273,19-08-2022 05:38,2022,8,Friday,5,C0961,Working Professional,Pre-Booked,Individual,1.5,6.96,Cash,2,No,50,N/A
BK05038,19-08-2022 06:56,2022,8,Friday,6,C0651,University Student,Pre-Booked,Group,1.9,8.82,Card,4,No,65,N/A
BK04675,19-08-2022 15:22,2022,8,Friday,15,C0230,Freelancer,Pre-Booked,Individual,1.6,7.42,Card,5,Yes,53,N/A
BK00534,20-08-2022 02:01,2022,8,Saturday,2,C0622,Working Professional,Pre-Booked,Group,1.7,7.89,E-Wallet,4,No,59,N/A
BK03245,20-08-2022 05:36,2022,8,Saturday,5,C0010,University Student,Pre-Booked,Group,3,13.92,E-Wallet,4,No,70,N/A
BK01712,20-08-2022 09:55,2022,8,Saturday,9,C1617,University Student,Pre-Booked,Individual,3.5,16.24,Card,5,No,61,N/A
BK03095,21-08-2022 10:16,2022,8,Sunday,10,C0157,Working Professional,Pre-Booked,Private Room,1.7,29.58,E-Wallet,4,No,66,N/A
BK04876,21-08-2022 11:35,2022,8,Sunday,11,C0125,Working Professional,Walk-in,Group,1.6,7.42,E-Wallet,4,No,71,Yes
BK02879,22-08-2022 01:13,2022,8,Monday,1,C1058,University Student,Pre-Booked,Individual,1.6,7.42,Card,3,No,57,N/A
BK00154,22-08-2022 09:41,2022,8,Monday,9,C1260,University Student,Pre-Booked,Individual,2.1,9.74,Card,5,No,47,N/A
BK03641,22-08-2022 10:33,2022,8,Monday,10,C1859,University Student,Pre-Booked,Group,1.7,7.89,E-Wallet,5,No,52,N/A
BK05389,22-08-2022 11:36,2022,8,Monday,11,C0514,University Student,Pre-Booked,Individual,2.6,12.06,Card,4,No,55,N/A
BK02591,22-08-2022 17:13,2022,8,Monday,17,C1536,University Student,Pre-Booked,Group,1.5,6.96,E-Wallet,4,Yes,59,N/A
BK03809,22-08-2022 19:30,2022,8,Monday,19,C0874,Freelancer,Pre-Booked,Group,2,9.28,Card,5,Yes,58,N/A
BK00336,23-08-2022 07:18,2022,8,Tuesday,7,C0497,University Student,Pre-Booked,Group,1.9,8.82,Card,4,No,64,N/A
BK00233,24-08-2022 04:11,2022,8,Wednesday,4,C0314,Freelancer,Walk-in,Group,1.6,7.42,E-Wallet,5,No,65,Yes
BK00068,24-08-2022 08:44,2022,8,Wednesday,8,C0156,University Student,Pre-Booked,Individual,2.9,13.46,Cash,4,No,51,N/A
BK03672,24-08-2022 19:55,2022,8,Wednesday,19,C1858,Freelancer,Walk-in,Individual,2.1,9.74,Cash,5,Yes,67,Yes
BK03574,24-08-2022 20:49,2022,8,Wednesday,20,C0805,University Student,Pre-Booked,Private Room,2.4,41.76,E-Wallet,5,Yes,48,N/A
BK05256,25-08-2022 09:17,2022,8,Thursday,9,C1863,University Student,Walk-in,Individual,1.3,6.03,E-Wallet,1,No,69,Yes
BK04996,26-08-2022 12:43,2022,8,Friday,12,C1672,University Student,Walk-in,Private Room,1.6,27.84,Card,5,No,57,Yes
BK05488,27-08-2022 07:21,2022,8,Saturday,7,C0288,Freelancer,Walk-in,Group,1.3,6.03,Card,3,No,70,Yes
BK00766,27-08-2022 15:49,2022,8,Saturday,15,C0077,Freelancer,Pre-Booked,Private Room,2.1,36.54,E-Wallet,2,Yes,65,N/A
BK01298,27-08-2022 22:33,2022,8,Saturday,22,C1181,Freelancer,Walk-in,Group,1.5,6.96,Card,2,No,80,Yes
BK05000,28-08-2022 07:27,2022,8,Sunday,7,C1364,Working Professional,Pre-Booked,Group,1.7,7.89,E-Wallet,5,No,66,N/A
BK00134,28-08-2022 23:26,2022,8,Sunday,23,C0885,Freelancer,Pre-Booked,Individual,3.3,15.31,E-Wallet,5,No,57,N/A
BK00202,29-08-2022 03:50,2022,8,Monday,3,C1151,Working Professional,Walk-in,Individual,1.5,6.96,Card,5,No,66,Yes
BK05121,29-08-2022 20:11,2022,8,Monday,20,C0690,University Student,Walk-in,Individual,2.2,10.21,Cash,5,Yes,70,Yes
BK00596,30-08-2022 03:19,2022,8,Tuesday,3,C1067,University Student,Pre-Booked,Private Room,2.6,45.24,Card,5,No,46,N/A
BK00256,30-08-2022 05:09,2022,8,Tuesday,5,C1475,University Student,Pre-Booked,Group,1.8,8.35,E-Wallet,5,No,63,N/A
BK04829,30-08-2022 06:19,2022,8,Tuesday,6,C0883,University Student,Pre-Booked,Private Room,3.3,57.42,E-Wallet,4,No,51,N/A
BK03664,30-08-2022 11:41,2022,8,Tuesday,11,C1850,Other,Pre-Booked,Group,2.5,11.6,Cash,3,No,63,N/A
BK03594,30-08-2022 14:17,2022,8,Tuesday,14,C1242,Freelancer,Walk-in,Private Room,1.8,31.32,Cash,4,Yes,66,Yes
BK05322,30-08-2022 16:36,2022,8,Tuesday,16,C1726,Freelancer,Pre-Booked,Individual,1.9,8.82,Card,3,Yes,54,N/A
BK03348,31-08-2022 01:46,2022,8,Wednesday,1,C0212,Freelancer,Pre-Booked,Individual,1.9,8.82,Cash,2,No,61,N/A
BK00805,31-08-2022 07:04,2022,8,Wednesday,7,C1849,University Student,Walk-in,Individual,2.3,10.67,Cash,5,No,59,Yes
BK03541,31-08-2022 11:57,2022,8,Wednesday,11,C0605,University Student,Walk-in,Individual,1.3,6.03,E-Wallet,5,No,65,Yes
BK05215,31-08-2022 15:29,2022,8,Wednesday,15,C0151,University Student,Walk-in,Individual,2.1,9.74,Cash,2,Yes,65,Yes
BK00295,31-08-2022 17:06,2022,8,Wednesday,17,C1882,Freelancer,Pre-Booked,Group,2.2,10.21,Card,4,Yes,54,N/A
BK01145,01-09-2022 06:35,2022,9,Thursday,6,C1243,Freelancer,Pre-Booked,Group,2.1,9.74,Cash,5,No,65,N/A
BK00029,01-09-2022 08:04,2022,9,Thursday,8,C1744,University Student,Pre-Booked,Group,3.2,14.85,E-Wallet,5,No,47,N/A
BK04431,01-09-2022 10:48,2022,9,Thursday,10,C1640,University Student,Walk-in,Individual,1.5,6.96,E-Wallet,4,No,65,Yes
BK01112,01-09-2022 11:05,2022,9,Thursday,11,C1319,University Student,Pre-Booked,Group,2,9.28,Card,5,No,64,N/A
BK01109,01-09-2022 16:33,2022,9,Thursday,16,C0529,University Student,Pre-Booked,Individual,2.7,12.53,E-Wallet,3,Yes,59,N/A
BK02196,02-09-2022 14:32,2022,9,Friday,14,C0715,Freelancer,Walk-in,Private Room,1.8,31.32,Card,3,Yes,62,Yes
BK01250,02-09-2022 15:30,2022,9,Friday,15,C1291,Other,Pre-Booked,Group,3.1,14.38,E-Wallet,4,Yes,52,N/A
BK03319,02-09-2022 20:23,2022,9,Friday,20,C1069,Other,Pre-Booked,Group,2.5,11.6,E-Wallet,3,Yes,48,N/A
BK01586,03-09-2022 02:05,2022,9,Saturday,2,C0606,Freelancer,Walk-in,Group,2,9.28,Cash,4,No,63,Yes
BK01862,03-09-2022 04:27,2022,9,Saturday,4,C0951,University Student,Pre-Booked,Private Room,3.3,57.42,E-Wallet,4,No,57,N/A
BK03084,03-09-2022 16:14,2022,9,Saturday,16,C1613,Other,Pre-Booked,Individual,3.3,15.31,E-Wallet,5,Yes,69,N/A
BK03296,03-09-2022 18:47,2022,9,Saturday,18,C1797,Freelancer,Pre-Booked,Group,2.2,10.21,Card,4,Yes,69,N/A
BK00268,04-09-2022 01:40,2022,9,Sunday,1,C0333,University Student,Pre-Booked,Individual,3.1,14.38,Card,5,No,64,N/A
BK05288,04-09-2022 12:57,2022,9,Sunday,12,C1299,University Student,Walk-in,Group,1.5,6.96,E-Wallet,4,No,79,Yes
BK04049,04-09-2022 15:09,2022,9,Sunday,15,C0938,University Student,Walk-in,Group,1.1,5.1,Card,5,Yes,73,Yes
BK05432,04-09-2022 16:54,2022,9,Sunday,16,C0911,University Student,Pre-Booked,Individual,1.6,7.42,E-Wallet,4,Yes,57,N/A
BK02047,05-09-2022 05:48,2022,9,Monday,5,C1502,University Student,Pre-Booked,Private Room,3.2,55.68,Card,2,No,51,N/A
BK01180,06-09-2022 00:29,2022,9,Tuesday,0,C0685,Freelancer,Pre-Booked,Individual,2.4,11.14,Cash,5,No,58,N/A
BK02221,06-09-2022 06:10,2022,9,Tuesday,6,C1865,University Student,Pre-Booked,Group,2.8,12.99,E-Wallet,3,No,50,N/A
BK02175,06-09-2022 11:08,2022,9,Tuesday,11,C0451,University Student,Pre-Booked,Group,1.7,7.89,Card,3,No,47,N/A
BK01591,06-09-2022 12:08,2022,9,Tuesday,12,C1713,Working Professional,Pre-Booked,Individual,2.4,11.14,E-Wallet,3,No,64,N/A
BK00583,07-09-2022 02:06,2022,9,Wednesday,2,C0082,University Student,Pre-Booked,Group,1.9,8.82,Cash,4,No,45,N/A
BK01546,07-09-2022 05:23,2022,9,Wednesday,5,C0328,Freelancer,Pre-Booked,Private Room,2.9,50.46,E-Wallet,3,No,62,N/A
BK00496,08-09-2022 11:20,2022,9,Thursday,11,C0749,University Student,Pre-Booked,Individual,2.7,12.53,E-Wallet,4,No,63,N/A
BK03295,08-09-2022 14:23,2022,9,Thursday,14,C0113,University Student,Pre-Booked,Private Room,2.4,41.76,E-Wallet,2,Yes,49,N/A
BK00153,09-09-2022 05:01,2022,9,Friday,5,C0152,University Student,Pre-Booked,Individual,2.1,9.74,E-Wallet,3,No,61,N/A
BK02705,09-09-2022 08:18,2022,9,Friday,8,C1996,University Student,Pre-Booked,Group,2.7,12.53,Card,5,No,52,N/A
BK02984,09-09-2022 10:12,2022,9,Friday,10,C1600,University Student,Pre-Booked,Group,2,9.28,Card,4,No,64,N/A
BK02149,11-09-2022 01:27,2022,9,Sunday,1,C0463,Working Professional,Walk-in,Individual,1.7,7.89,Card,4,No,74,Yes
BK00720,11-09-2022 17:02,2022,9,Sunday,17,C0829,Other,Pre-Booked,Individual,3.5,16.24,E-Wallet,3,Yes,55,N/A
BK04051,11-09-2022 23:33,2022,9,Sunday,23,C0884,University Student,Pre-Booked,Group,1.8,8.35,Card,5,No,58,N/A
BK01252,12-09-2022 22:10,2022,9,Monday,22,C1107,University Student,Pre-Booked,Group,2.9,13.46,E-Wallet,4,No,56,N/A
BK01136,13-09-2022 08:21,2022,9,Tuesday,8,C0806,University Student,Walk-in,Private Room,1.4,24.36,Cash,3,No,70,Yes
BK01333,13-09-2022 10:36,2022,9,Tuesday,10,C1797,Freelancer,Walk-in,Private Room,2.2,38.28,E-Wallet,4,No,52,Yes
BK02880,14-09-2022 05:59,2022,9,Wednesday,5,C0077,University Student,Pre-Booked,Group,3.1,14.38,E-Wallet,2,No,64,N/A
BK01378,14-09-2022 07:01,2022,9,Wednesday,7,C0322,University Student,Pre-Booked,Group,2.3,10.67,Card,4,No,59,N/A
BK03405,14-09-2022 12:41,2022,9,Wednesday,12,C1497,Working Professional,Walk-in,Group,1.6,7.42,Card,4,No,53,Yes
BK04354,15-09-2022 11:15,2022,9,Thursday,11,C0312,University Student,Pre-Booked,Individual,2.8,12.99,E-Wallet,5,No,57,N/A
BK00102,15-09-2022 12:56,2022,9,Thursday,12,C1015,Freelancer,Walk-in,Group,1.6,7.42,Cash,5,No,54,Yes
BK03566,15-09-2022 20:20,2022,9,Thursday,20,C1146,University Student,Pre-Booked,Individual,2.5,11.6,Cash,4,Yes,46,N/A
BK03097,15-09-2022 20:39,2022,9,Thursday,20,C0344,University Student,Pre-Booked,Individual,2.7,12.53,E-Wallet,4,Yes,65,N/A
BK02152,16-09-2022 00:49,2022,9,Friday,0,C1634,University Student,Walk-in,Individual,1.4,6.5,Cash,4,No,66,Yes
BK04502,16-09-2022 02:53,2022,9,Friday,2,C1336,University Student,Pre-Booked,Group,3.3,15.31,E-Wallet,5,No,46,N/A
BK01872,16-09-2022 08:43,2022,9,Friday,8,C1116,University Student,Pre-Booked,Individual,2.4,11.14,Card,4,No,63,N/A
BK01554,16-09-2022 18:07,2022,9,Friday,18,C0559,Working Professional,Pre-Booked,Individual,2.1,9.74,E-Wallet,4,Yes,46,N/A
BK04115,18-09-2022 12:48,2022,9,Sunday,12,C0655,University Student,Walk-in,Group,1.8,8.35,Cash,4,No,77,Yes
BK01409,18-09-2022 17:50,2022,9,Sunday,17,C1896,Working Professional,Pre-Booked,Group,1.9,8.82,Card,5,Yes,58,N/A
BK02788,18-09-2022 21:06,2022,9,Sunday,21,C0205,University Student,Walk-in,Group,1.8,8.35,Cash,4,Yes,78,Yes
BK04895,19-09-2022 03:24,2022,9,Monday,3,C0107,University Student,Walk-in,Private Room,1.8,31.32,E-Wallet,4,No,64,Yes
BK05154,19-09-2022 06:49,2022,9,Monday,6,C1654,Freelancer,Pre-Booked,Individual,3.3,15.31,Cash,4,No,62,N/A
BK05471,19-09-2022 09:41,2022,9,Monday,9,C0005,University Student,Pre-Booked,Individual,2.9,13.46,Card,3,No,46,N/A
BK00400,19-09-2022 22:02,2022,9,Monday,22,C1509,Freelancer,Walk-in,Group,2.5,11.6,E-Wallet,4,No,62,Yes
BK00059,20-09-2022 07:16,2022,9,Tuesday,7,C0835,Working Professional,Pre-Booked,Individual,2.3,10.67,E-Wallet,4,No,58,N/A
BK03760,20-09-2022 07:46,2022,9,Tuesday,7,C1230,Freelancer,Pre-Booked,Group,1.5,6.96,E-Wallet,4,No,50,N/A
BK04329,20-09-2022 11:33,2022,9,Tuesday,11,C1538,University Student,Pre-Booked,Individual,3.5,16.24,Card,3,No,58,N/A
BK02631,20-09-2022 19:31,2022,9,Tuesday,19,C1554,Freelancer,Pre-Booked,Private Room,1.6,27.84,Card,3,Yes,47,N/A
BK04877,20-09-2022 20:02,2022,9,Tuesday,20,C0031,Other,Walk-in,Individual,2,9.28,E-Wallet,2,Yes,63,Yes
BK02345,20-09-2022 21:33,2022,9,Tuesday,21,C0279,Freelancer,Walk-in,Individual,1.4,6.5,Cash,3,Yes,64,Yes
BK02686,21-09-2022 04:55,2022,9,Wednesday,4,C0326,Freelancer,Pre-Booked,Group,2.5,11.6,Cash,3,No,58,N/A
BK02035,22-09-2022 18:06,2022,9,Thursday,18,C1506,University Student,Pre-Booked,Group,2.4,11.14,E-Wallet,5,Yes,62,N/A
BK01552,23-09-2022 09:01,2022,9,Friday,9,C1825,University Student,Walk-in,Private Room,1.5,26.1,Cash,4,No,69,Yes
BK05400,23-09-2022 20:19,2022,9,Friday,20,C1461,University Student,Pre-Booked,Group,3.3,15.31,Card,5,Yes,57,N/A
BK05343,23-09-2022 22:36,2022,9,Friday,22,C1515,Working Professional,Pre-Booked,Group,1.5,6.96,E-Wallet,5,No,46,N/A
BK02180,24-09-2022 10:31,2022,9,Saturday,10,C0520,University Student,Walk-in,Group,1.1,5.1,Cash,5,No,60,Yes
BK02845,24-09-2022 18:50,2022,9,Saturday,18,C0142,University Student,Walk-in,Individual,2.2,10.21,Card,3,Yes,67,Yes
BK02300,25-09-2022 00:33,2022,9,Sunday,0,C0208,Freelancer,Pre-Booked,Individual,2.1,9.74,Card,4,No,65,N/A
BK03314,25-09-2022 02:07,2022,9,Sunday,2,C1364,University Student,Pre-Booked,Individual,2.7,12.53,E-Wallet,5,No,56,N/A
BK01423,25-09-2022 03:24,2022,9,Sunday,3,C0288,University Student,Pre-Booked,Group,2.9,13.46,Card,4,No,55,N/A
BK03479,25-09-2022 05:12,2022,9,Sunday,5,C0786,Freelancer,Pre-Booked,Group,2.1,9.74,Card,3,No,59,N/A
BK02593,25-09-2022 09:47,2022,9,Sunday,9,C1748,University Student,Pre-Booked,Private Room,2.4,41.76,E-Wallet,5,No,72,N/A
BK01856,25-09-2022 12:46,2022,9,Sunday,12,C1315,University Student,Pre-Booked,Group,2.8,12.99,E-Wallet,4,No,69,N/A
BK01566,25-09-2022 13:43,2022,9,Sunday,13,C0585,Freelancer,Pre-Booked,Individual,3.2,14.85,E-Wallet,4,No,75,N/A
BK03924,25-09-2022 16:51,2022,9,Sunday,16,C0312,University Student,Walk-in,Private Room,2.2,38.28,E-Wallet,4,Yes,61,Yes
BK03726,25-09-2022 20:15,2022,9,Sunday,20,C1499,University Student,Walk-in,Individual,1,4.64,Card,4,Yes,69,Yes
BK05241,25-09-2022 21:31,2022,9,Sunday,21,C1789,Freelancer,Walk-in,Group,1.5,6.96,Cash,5,Yes,71,Yes
BK01803,26-09-2022 07:14,2022,9,Monday,7,C1463,University Student,Pre-Booked,Individual,1.8,8.35,Card,5,No,62,N/A
BK04684,26-09-2022 15:43,2022,9,Monday,15,C0425,Working Professional,Pre-Booked,Private Room,3.4,59.16,Card,5,Yes,54,N/A
BK04707,26-09-2022 21:38,2022,9,Monday,21,C1689,University Student,Pre-Booked,Private Room,3.5,60.9,Card,4,Yes,47,N/A
BK02436,26-09-2022 23:10,2022,9,Monday,23,C1901,University Student,Pre-Booked,Individual,2.1,9.74,E-Wallet,3,No,60,N/A
BK01462,27-09-2022 04:11,2022,9,Tuesday,4,C1217,University Student,Pre-Booked,Private Room,2,34.8,Card,4,No,64,N/A
BK04167,27-09-2022 04:53,2022,9,Tuesday,4,C0907,University Student,Pre-Booked,Private Room,3.3,57.42,E-Wallet,4,No,64,N/A
BK00555,27-09-2022 11:51,2022,9,Tuesday,11,C0220,University Student,Pre-Booked,Group,3.2,14.85,E-Wallet,5,No,51,N/A
BK03398,28-09-2022 03:51,2022,9,Wednesday,3,C1797,University Student,Pre-Booked,Group,1.5,6.96,Cash,5,No,49,N/A
